-32.876744 249271.000000 -1.352994 -42514.368800
-32.874786 247227.804000 -1.324602 -42477.857500
-32.872869 245186.344000 -1.296625 -42442.163900
-32.870993 243146.579000 -1.269054 -42407.385500
-32.869157 241108.464000 -1.241887 -42373.522300
-32.867360 239071.955000 -1.215125 -42340.574200
-32.865601 237037.008000 -1.188766 -42308.547700
-32.863881 235003.578000 -1.162796 -42277.499000
-32.862199 232971.616000 -1.137212 -42247.441200
-32.860553 230941.076000 -1.112014 -42218.374400
-32.858945 228911.910000 -1.087201 -42190.298600
-32.857372 226884.069000 -1.062767 -42163.262000
-32.855834 224857.501000 -1.038702 -42137.338000
-32.854332 222832.153000 -1.015007 -42112.527200
-32.852863 220807.971000 -0.991681 -42088.829600
-32.851429 218784.901000 -0.968721 -42066.301300
-32.850028 216762.878000 -0.946110 -42045.344300
-32.848659 214741.822000 -0.923844 -42026.038200
-32.847323 212721.656000 -0.901923 -42008.382900
-32.846018 210702.298000 -0.880348 -41992.387100
-32.844746 208683.657000 -0.859097 -41978.784400
-32.843503 206665.601000 -0.838159 -41968.043500
-32.842291 204647.992000 -0.817535 -41960.164500
-32.841109 202630.693000 -0.797222 -41955.147200
-32.839957 200613.557000 -0.777205 -41953.712900
-32.838833 198596.377000 -0.757455 -41956.962000
-32.837739 196578.929000 -0.737972 -41964.906100
-32.836672 194560.985000 -0.718757 -41977.545300
-32.835634 192542.314000 -0.699796 -41995.461500
-32.834623 190522.623000 -0.681060 -42020.013800
-32.833639 188501.590000 -0.662548 -42051.258000
-32.832682 186478.895000 -0.644261 -42089.194100
-32.831752 184454.209000 -0.626189 -42134.236400
-32.830848 182427.164000 -0.608315 -42187.377600
-32.829970 180397.369000 -0.590636 -42248.660800
-32.829118 178364.431000 -0.573153 -42318.086000
-32.828291 176327.956000 -0.555864 -42395.921500
-32.827490 174287.526000 -0.538764 -42482.600900
-32.826713 172242.716000 -0.521855 -42578.130100
-32.825961 170193.100000 -0.505135 -42682.515100
-32.825233 168138.242000 -0.488604 -42796.321100
-32.824530 166077.677000 -0.472262 -42919.917800
